# Time (s), Altitude AGL (m), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), Speed - Velocity Magnitude (m/s), Attitude Angle (°), Path Angle (°), Angle of Attack (°)
23.350012,3209.723219,-238.916051,772.521328,4681.189297,-10.557579,34.465870,48.550848,60.469360,52.028330,53.407929,0.872932
23.393282,3211.814610,-239.372799,774.012448,4683.280688,-10.553742,34.455094,48.115212,60.113298,51.793711,53.169157,0.880030
23.436553,3213.887155,-239.829382,775.503103,4685.353233,-10.549928,34.444373,47.679782,59.758493,51.556492,52.927616,0.887304
23.479823,3215.940863,-240.285800,776.993296,4687.406942,-10.546136,34.433709,47.244555,59.404961,51.316626,52.683267,0.894671
23.523093,3217.975744,-240.742054,778.483028,4689.441822,-10.542365,34.423102,46.809530,59.052718,51.074080,52.436070,0.902134
23.566364,3219.991805,-241.198146,779.972303,4691.457883,-10.538616,34.412550,46.374706,58.701783,50.828827,52.185984,0.909700
23.612151,3222.104642,-241.680589,781.547701,4693.570720,-10.534671,34.401447,45.914806,58.331880,50.566325,51.918161,0.917870
23.657938,3224.196426,-242.162852,783.122593,4695.662504,-10.530748,34.390407,45.455126,57.963482,50.300718,51.647009,0.926159
23.703725,3226.267168,-242.644935,784.696981,4697.733247,-10.526846,34.379430,44.995665,57.596610,50.031973,51.372478,0.934576
23.749513,3228.316878,-243.126841,786.270868,4699.782956,-10.522966,34.368516,44.536419,57.231288,49.760054,51.094518,0.943128
23.795300,3230.345565,-243.608569,787.844256,4701.811643,-10.519107,34.357665,44.077388,56.867538,49.484926,50.813078,0.951821
23.861010,3233.220259,-244.299600,790.101392,4704.686338,-10.513604,34.342201,43.418994,56.348307,49.084410,50.402995,0.964795
23.926720,3236.051705,-244.990270,792.357516,4707.517783,-10.508145,34.326864,42.761032,55.832434,48.677110,49.985485,0.977884
23.992430,3238.839930,-245.680583,794.612637,4710.306008,-10.502728,34.311655,42.103497,55.319991,48.262938,49.560393,0.991327
24.058140,3241.584962,-246.370541,796.866762,4713.051040,-10.497354,34.296570,41.446384,54.811057,47.841760,49.127560,1.005218
24.123850,3244.286829,-247.060147,799.119899,4715.752907,-10.492023,34.281607,40.789689,54.305707,47.413445,48.686827,1.019385
24.189560,3246.945558,-247.749405,801.372058,4718.411636,-10.486737,34.266766,40.133405,53.804025,46.977863,48.238031,1.033976
24.270903,3250.177119,-248.602167,804.158689,4721.643197,-10.480257,34.248560,39.321546,53.188191,46.428418,47.671047,1.053378
24.352247,3253.342666,-249.454405,806.943847,4724.808744,-10.473848,34.230535,38.510302,52.578269,45.867343,47.091139,1.073298
24.433590,3256.442248,-250.306125,809.727546,4727.908326,-10.467511,34.212688,37.699662,51.974430,45.294399,46.497987,1.093918
24.514933,3259.475914,-251.157331,812.509800,4730.941992,-10.461246,34.195017,36.889619,51.376851,44.709303,45.891269,1.115107
24.596277,3262.443713,-252.008032,815.290624,4733.909791,-10.455053,34.177519,36.080162,50.785717,44.111763,45.270658,1.136936
24.677620,3265.345691,-252.858231,818.070031,4736.811769,-10.448933,34.160194,35.271283,50.201220,43.501482,44.635826,1.159380
24.736717,3267.412763,-253.475601,820.088427,4738.878841,-10.444531,34.147714,34.683979,49.780850,43.049914,44.165505,1.175374
24.795814,3269.445135,-254.092713,822.106088,4740.911213,-10.440168,34.135324,34.096971,49.364165,42.591375,43.687378,1.191973
24.854911,3271.442826,-254.709567,824.123019,4742.908904,-10.435841,34.123022,33.510255,48.951248,42.125708,43.201317,1.208813
24.914008,3273.405852,-255.326167,826.139226,4744.871930,-10.431551,34.110810,32.923829,48.542179,41.652814,42.707197,1.226019
24.973105,3275.334231,-255.942515,828.154714,4746.800309,-10.427298,34.098687,32.337689,48.137045,41.172584,42.204892,1.243550
25.032202,3277.227978,-256.558612,830.169488,4748.694057,-10.423081,34.086652,31.751830,47.735931,40.684917,41.694276,1.261427
25.091299,3279.087112,-257.174461,832.183554,4750.553190,-10.418899,34.074705,31.166249,47.338928,40.189709,41.175227,1.279642
25.150396,3280.911648,-257.790064,834.196916,4752.377726,-10.414753,34.062846,30.580943,46.946125,39.686861,40.647621,1.298198
25.209493,3282.701601,-258.405423,836.209579,4754.167680,-10.410640,34.051076,29.995909,46.557617,39.176278,40.111339,1.317095
25.272828,3284.581548,-259.064644,838.365811,4756.047626,-10.406270,34.038558,29.369216,46.146124,38.620384,39.526832,1.337770
25.336163,3286.421813,-259.723589,840.521253,4757.887891,-10.401938,34.026140,28.742826,45.739793,38.055384,38.932080,1.358826
25.399498,3288.222415,-260.382260,842.675912,4759.688493,-10.397645,34.013823,28.116736,45.338747,37.481166,38.326947,1.380277
25.462834,3289.983372,-261.040661,844.829794,4761.449450,-10.393388,34.001605,27.490940,44.943113,36.897626,37.711298,1.402113
25.526169,3291.704704,-261.698794,846.982905,4763.170782,-10.389169,33.989486,26.865436,44.553020,36.304656,37.085003,1.424332
25.589504,3293.386429,-262.356660,849.135252,4764.852507,-10.384986,33.977465,26.240218,44.168599,35.702157,36.447940,1.446927
25.670877,3295.489000,-263.201499,851.899469,4766.955078,-10.379666,33.962165,25.437354,43.683236,34.913941,35.613452,1.476839
25.752249,3297.526258,-264.045907,854.662448,4768.992336,-10.374406,33.947026,24.634947,43.207749,34.109630,34.760767,1.507290
25.833622,3299.498241,-264.889889,857.424202,4770.964319,-10.369206,33.932047,23.832991,42.742435,33.289042,33.889676,1.538312
25.914995,3301.404984,-265.733451,860.184743,4772.871062,-10.364065,33.917227,23.031475,42.287598,32.452010,32.999998,1.569810
25.996368,3303.246523,-266.576597,862.944085,4774.712601,-10.358984,33.902564,22.230392,41.843551,31.598361,32.091577,1.601748
26.077741,3305.022894,-267.419331,865.702240,4776.488972,-10.353963,33.888058,21.429733,41.410608,30.727949,31.164290,1.634051
26.159113,3306.734129,-268.261660,868.459220,4778.200207,-10.349003,33.873707,20.629489,40.989093,29.840636,30.218048,1.666642
26.240486,3308.380263,-269.103587,871.215040,4779.846341,-10.344102,33.859511,19.829651,40.579330,28.936314,29.252798,1.699435
26.321859,3309.961328,-269.945118,873.969710,4781.427406,-10.339262,33.845469,19.030211,40.181651,28.014898,28.268530,1.732328
26.395224,3311.331054,-270.703502,876.452330,4782.797132,-10.334949,33.832939,18.309774,39.833739,27.169440,27.364842,1.761835
26.468589,3312.647936,-271.461571,878.934035,4784.114015,-10.330686,33.820533,17.589646,39.496167,26.310021,26.445780,1.791301
26.541955,3313.911998,-272.219329,881.414835,4785.378076,-10.326472,33.808250,16.869821,39.169180,25.436627,25.511433,1.820564
26.615320,3315.123260,-272.976780,883.894738,4786.589338,-10.322306,33.796089,16.150290,38.853025,24.549286,24.561928,1.849554
26.688685,3316.281744,-273.733927,886.373753,4787.747822,-10.318189,33.784050,15.431048,38.547948,23.648047,23.597428,1.878158
26.762050,3317.387471,-274.490774,888.851889,4788.853549,-10.314120,33.772132,14.712087,38.254195,22.732991,22.618136,1.906278
26.835415,3318.440462,-275.247324,891.329155,4789.906540,-10.310099,33.760334,13.993399,37.972010,21.804224,21.624297,1.933803
26.908781,3319.440735,-276.003580,893.805560,4790.906813,-10.306126,33.748655,13.274978,37.701631,20.861887,20.616194,1.960624
26.982146,3320.388311,-276.759547,896.281113,4791.854389,-10.302199,33.737095,12.556816,37.443297,19.906154,19.594158,1.986630
27.044991,3321.158124,-277.406889,898.401027,4792.624203,-10.298871,33.727285,11.941831,37.231759,19.076966,18.707873,2.008247
27.107837,3321.889294,-278.054022,900.520327,4793.355372,-10.295578,33.717561,11.327026,37.029372,18.238247,17.811898,2.029252
27.170682,3322.581832,-278.700949,902.639018,4794.047910,-10.292317,33.707921,10.712396,36.836275,17.390163,16.906519,2.049447
27.233528,3323.235748,-279.347673,904.757106,4794.701826,-10.289088,33.698365,10.097936,36.652605,16.532911,15.992045,2.068752
27.296373,3323.851054,-279.994194,906.874596,4795.317132,-10.285891,33.688892,9.483640,36.478493,15.666710,15.068813,2.087109
27.355444,3324.394207,-280.601700,908.864357,4795.860286,-10.282915,33.680061,8.906390,36.323665,14.844591,14.193372,2.103382
27.414514,3324.903267,-281.209030,910.853597,4796.369345,-10.279965,33.671302,8.329277,36.177495,14.014993,13.310828,2.118734
27.473585,3325.378240,-281.816187,912.842323,4796.844318,-10.277042,33.662612,7.752297,36.040077,13.178148,12.421518,2.133112
27.532655,3325.819134,-282.423171,914.830537,4797.285212,-10.274144,33.653991,7.175447,35.911505,12.334306,11.525798,2.146481
27.591726,3326.225958,-283.029986,916.818243,4797.692036,-10.271272,33.645436,6.598721,35.791864,11.483738,10.624039,2.158809
27.670212,3326.713800,-283.835988,919.458497,4798.179878,-10.267492,33.634171,5.832624,35.646856,10.343683,9.417215,2.174041
27.748698,3327.141522,-284.641696,922.097871,4798.607600,-10.263754,33.623017,5.066730,35.517934,9.192964,8.201378,2.187313
27.827184,3327.509140,-285.447112,924.736374,4798.975218,-10.260055,33.611970,4.301032,35.405256,8.032379,6.977529,2.198626
27.905670,3327.816669,-286.252239,927.374014,4799.282747,-10.256394,33.601025,3.535521,35.308957,6.862787,5.746714,2.208003
27.984156,3328.064123,-287.057080,930.010799,4799.530201,-10.252767,33.590178,2.770187,35.229153,5.685086,4.510016,2.215470
28.079516,3328.283961,-288.034579,933.213345,4799.750039,-10.248404,33.577120,1.840536,35.154521,4.244658,3.001127,2.221846
28.174877,3328.415158,-289.011663,936.414651,4799.881237,-10.244084,33.564187,0.911121,35.104502,2.795548,1.487252,2.225345
28.268382,3328.457754,-289.969346,939.552504,4799.923832,-10.239886,33.551614,-0.000002,35.079425,1.368102,-0.000003,2.226787
28.270237,3328.457737,-289.988338,939.614730,4799.923816,-10.239803,33.551365,-0.018072,35.079168,1.339736,-0.029517,2.226790
28.365597,3328.411718,-290.964606,942.813591,4799.877797,-10.235556,33.538642,-0.947052,35.078541,-0.120869,-1.547061,2.226228
28.460957,3328.277122,-291.940470,946.011242,4799.743200,-10.231337,33.526004,-1.875829,35.102592,-1.584185,-3.063258,2.223802
28.556318,3328.053965,-292.915933,949.207692,4799.520044,-10.227142,33.513437,-2.804412,35.151239,-3.048039,-4.575996,2.220012
28.612778,3327.880110,-293.493290,951.099657,4799.346188,-10.224667,33.506023,-3.354111,35.191582,-3.914117,-5.469165,2.217081
28.669238,3327.675219,-294.070506,952.991204,4799.141297,-10.222197,33.498626,-3.903746,35.240467,-4.779147,-6.359965,2.213940
28.725698,3327.439298,-294.647584,954.882334,4798.905377,-10.219731,33.491242,-4.453316,35.297850,-5.642676,-7.247977,2.210592
28.782158,3327.172351,-295.224522,956.773047,4798.638429,-10.217268,33.483867,-5.002822,35.363684,-6.504232,-8.132789,2.207128
28.838619,3326.874379,-295.801321,958.663343,4798.340457,-10.214806,33.476500,-5.552265,35.437917,-7.363347,-9.014001,2.203630
28.888814,3326.583423,-296.314002,960.343546,4798.049501,-10.212618,33.469952,-6.040688,35.510916,-8.124709,-9.794094,2.200524
28.939009,3326.267951,-296.826574,962.023419,4797.734029,-10.210428,33.463406,-6.529061,35.590462,-8.883450,-10.570762,2.197512
28.989205,3325.927966,-297.339036,963.702965,4797.394044,-10.208237,33.456857,-7.017382,35.676506,-9.639254,-11.343744,2.194640
29.039400,3325.563471,-297.851387,965.382181,4797.029549,-10.206044,33.450305,-7.505650,35.768995,-10.391805,-12.112787,2.191951
29.089596,3325.174468,-298.363629,967.061068,4796.640546,-10.203847,33.443747,-7.993866,35.867877,-11.140797,-12.877645,2.189490
29.157530,3324.608966,-299.056722,969.332754,4796.075045,-10.200866,33.434858,-8.654531,36.011780,-12.148291,-13.905722,2.186693
29.225465,3323.998586,-299.749612,971.603836,4795.464664,-10.197876,33.425949,-9.315092,36.167135,-13.148002,-14.925141,2.184449
29.293399,3323.343335,-300.442299,973.874311,4794.809413,-10.194875,33.417015,-9.975546,36.333785,-14.139244,-15.935371,2.182818
29.361334,3322.643219,-301.134782,976.144178,4794.109297,-10.191859,33.408053,-10.635886,36.511561,-15.121365,-16.935914,2.181849
29.429269,3321.898248,-301.827059,978.413436,4793.364326,-10.188828,33.399058,-11.296109,36.700291,-16.093763,-17.926304,2.181565
29.481005,3321.300818,-302.354136,980.141219,4792.766897,-10.186508,33.392183,-11.798830,36.851258,-16.827433,-18.673474,2.181771
29.532742,3320.677382,-302.881093,981.868646,4792.143460,-10.184178,33.385285,-12.301477,37.008392,-17.554910,-19.414325,2.182388
29.584479,3320.027941,-303.407930,983.595715,4791.494020,-10.181836,33.378363,-12.804045,37.171608,-18.275990,-20.148692,2.183404
29.636216,3319.352502,-303.934645,985.322425,4790.818580,-10.179483,33.371415,-13.306532,37.340822,-18.990481,-20.876419,2.184808
29.687953,3318.651068,-304.461237,987.048775,4790.117146,-10.177117,33.364440,-13.808935,37.515947,-19.698214,-21.597361,2.186583
29.768824,3317.502577,-305.284120,989.746547,4788.968655,-10.173393,33.353481,-14.594074,37.801318,-20.790615,-22.710379,2.190058
29.849695,3316.290600,-306.106701,992.443430,4787.756678,-10.169637,33.342450,-15.378986,38.100574,-21.865666,-23.806047,2.194276
29.930566,3315.015156,-306.928976,995.139418,4786.481235,-10.165845,33.331344,-16.163658,38.413367,-22.922992,-24.883976,2.199106
30.011437,3313.676266,-307.750943,997.834504,4785.142344,-10.162018,33.320160,-16.948075,38.739346,-23.962321,-25.943840,2.204469
30.092308,3312.273949,-308.572600,1000.528683,4783.740027,-10.158155,33.308895,-17.732225,39.078158,-24.983508,-26.985376,2.210244
30.173586,3310.800683,-309.398080,1003.235516,4782.266761,-10.154234,33.297491,-18.520043,39.431249,-25.991513,-28.013484,2.216344
30.254864,3309.263396,-310.223240,1005.941419,4780.729474,-10.150275,33.286002,-19.307567,39.796585,-26.981187,-29.022718,2.222638
30.336143,3307.662112,-311.048076,1008.646384,4779.128190,-10.146276,33.274426,-20.094784,40.173805,-27.952651,-30.012979,2.229016
30.417421,3305.996858,-311.872586,1011.350405,4777.462936,-10.142238,33.262760,-20.881683,40.562555,-28.906090,-30.984218,2.235380
30.498700,3304.267659,-312.696767,1014.053474,4775.733737,-10.138160,33.251003,-21.668254,40.962479,-29.841741,-31.936435,2.241639
30.560645,3302.906865,-313.324674,1016.112917,4774.372943,-10.135025,33.241979,-22.267498,41.274561,-30.543020,-32.649398,2.246746
30.622589,3301.508958,-313.952387,1018.171799,4772.975036,-10.131866,33.232899,-22.866543,41.592777,-31.234239,-33.351371,2.251637
30.684534,3300.073949,-314.579904,1020.230117,4771.540027,-10.128683,33.223761,-23.465385,41.916975,-31.915531,-34.042400,2.256428
30.746479,3298.601852,-315.207222,1022.287867,4770.067930,-10.125475,33.214564,-24.064022,42.247008,-32.587023,-34.722546,2.261069
30.808423,3297.092678,-315.834341,1024.345045,4768.558757,-10.122242,33.205306,-24.662452,42.582727,-33.248832,-35.391878,2.265553
30.890286,3295.041387,-316.662798,1027.062812,4766.507465,-10.117931,33.192974,-25.452979,43.034872,-34.108808,-36.259978,2.270413
30.972148,3292.925396,-317.490900,1029.779566,4764.391475,-10.113575,33.180527,-26.243132,43.496364,-34.952302,-37.109542,2.274957
31.054011,3290.744737,-318.318643,1032.495295,4762.210816,-10.109171,33.167959,-27.032906,43.966884,-35.779496,-37.940803,2.279072
31.135873,3288.499441,-319.146024,1035.209991,4759.965519,-10.104719,33.155267,-27.822296,44.446116,-36.590524,-38.754015,2.282832
31.217736,3286.189539,-319.973038,1037.923642,4757.655617,-10.100216,33.142445,-28.611296,44.933754,-37.385493,-39.549450,2.286242
31.313380,3283.408975,-320.938809,1041.092796,4754.875054,-10.094889,33.127294,-29.532619,45.513734,-38.294006,-40.456661,2.291493
31.409024,3280.540319,-321.904067,1044.260492,4752.006397,-10.089488,33.111954,-30.453389,46.104318,-39.180690,-41.340477,2.298969
31.504668,3277.583624,-322.868805,1047.426712,4749.049702,-10.084010,33.096420,-31.373591,46.705058,-40.045655,-42.201394,2.304861
31.600312,3274.538944,-323.833016,1050.591436,4746.005022,-10.078455,33.080688,-32.293211,47.315522,-40.889017,-43.039921,2.310459
31.695956,3271.406337,-324.796691,1053.754646,4742.872415,-10.072820,33.064756,-33.212231,47.935290,-41.710914,-43.856575,2.315827
31.791600,3268.185861,-325.759823,1056.916323,4739.651939,-10.067106,33.048625,-34.130632,48.563961,-42.511548,-44.651884,2.321239
31.851315,3266.130644,-326.360871,1058.889513,4737.596722,-10.063499,33.038452,-34.703709,48.960808,-43.000792,-45.137841,2.324351
31.911030,3264.041213,-326.961703,1060.862093,4735.507291,-10.059859,33.028203,-35.276532,49.360882,-43.481974,-45.615813,2.327055
31.970745,3261.917584,-327.562317,1062.834058,4733.383663,-10.056189,33.017876,-35.849097,49.764092,-43.955226,-46.085930,2.329662
32.030460,3259.759773,-328.162710,1064.805405,4731.225851,-10.052488,33.007473,-36.421399,50.170351,-44.420674,-46.548320,2.332208
32.090174,3257.567794,-328.762881,1066.776128,4729.033872,-10.048757,32.996994,-36.993432,50.579573,-44.878472,-47.003114,2.334698
32.190320,3253.815053,-329.768904,1070.079745,4725.281131,-10.042429,32.979251,-37.952156,51.272288,-45.629575,-47.749134,2.336593
32.290466,3249.966338,-330.774288,1073.381574,4721.432417,-10.036017,32.961296,-38.910092,51.972723,-46.360335,-48.474758,2.346163
32.390611,3246.021731,-331.779027,1076.681595,4717.487809,-10.029517,32.943128,-39.867224,52.680512,-47.071784,-49.180590,2.352087
32.490757,3241.981313,-332.783109,1079.979785,4713.447391,-10.022930,32.924744,-40.823533,53.395307,-47.764802,-49.867226,2.357778
32.590902,3237.845166,-333.786528,1083.276124,4709.311244,-10.016256,32.906142,-41.779005,54.116770,-48.440263,-50.535258,2.362542
32.691048,3233.613375,-334.789274,1086.570588,4705.079453,-10.009493,32.887313,-42.733626,54.844581,-49.098928,-51.185267,2.367333
32.791193,3229.286026,-335.791338,1089.863155,4700.752104,-10.002638,32.868248,-43.687386,55.578433,-49.741417,-51.817826,2.371867
32.891339,3224.863206,-336.792711,1093.153800,4696.329284,-9.995691,32.848939,-44.640273,56.318031,-50.368252,-52.433495,2.376250
32.991485,3220.345003,-337.793384,1096.442499,4691.811081,-9.988645,32.829377,-45.592274,57.063093,-50.979704,-53.032817,2.380526
33.091630,3215.731505,-338.793346,1099.729226,4687.197584,-9.981501,32.809555,-46.543377,57.813348,-51.576053,-53.616322,2.384713
33.191776,3211.022805,-339.792587,1103.013955,4682.488883,-9.974255,32.789468,-47.493566,58.568539,-52.157374,-54.184522,2.388906
33.291921,3206.218994,-340.791098,1106.296659,4677.685072,-9.966905,32.769113,-48.442823,59.328417,-52.723822,-54.737907,2.393106
33.354178,3203.184747,-341.411461,1108.336358,4674.650825,-9.962284,32.756324,-49.032462,59.803062,-53.068547,-55.074670,2.394658
33.416435,3200.113802,-342.031535,1110.375259,4671.579880,-9.957621,32.743434,-49.621727,60.279371,-53.407603,-55.406002,2.394726
33.478692,3197.006183,-342.651318,1112.413353,4668.472262,-9.952919,32.730442,-50.210615,60.757290,-53.741148,-55.732011,2.394458
33.540948,3193.861914,-343.270806,1114.450636,4665.327992,-9.948178,32.717349,-50.799119,61.236767,-54.069216,-56.052806,2.394027
33.603205,3190.681019,-343.889999,1116.487101,4662.147097,-9.943397,32.704156,-51.387234,61.717751,-54.391953,-56.368489,2.393482
33.664393,3187.519063,-344.498270,1118.487803,4658.985141,-9.938661,32.691093,-51.964870,62.191898,-54.704039,-56.673871,2.393028
33.725581,3184.321774,-345.106251,1120.487704,4655.787852,-9.933887,32.677935,-52.542120,62.667407,-55.011211,-56.974509,2.392418
33.786769,3181.089176,-345.713939,1122.486797,4652.555254,-9.929075,32.664683,-53.118980,63.144232,-55.313598,-57.270497,2.391693
33.847957,3177.821294,-346.321331,1124.485076,4649.287372,-9.924227,32.651337,-53.695446,63.622331,-55.611352,-57.561927,2.390833
33.909145,3174.518150,-346.928425,1126.482535,4645.984229,-9.919341,32.637897,-54.271513,64.101659,-55.904621,-57.848889,2.389835
33.989718,3170.114805,-347.727393,1129.111543,4641.580883,-9.912850,32.620054,-55.029467,64.734649,-56.284192,-58.220097,2.389563
34.070291,3165.650417,-348.525835,1131.739106,4637.116495,-9.906295,32.602045,-55.786715,65.369608,-56.656428,-58.583912,2.398025
34.150863,3161.125044,-349.323746,1134.365212,4632.591122,-9.899671,32.583866,-56.543251,66.006447,-57.021736,-58.940529,2.401986
34.231436,3156.538744,-350.121121,1136.989846,4628.004822,-9.892981,32.565516,-57.299065,66.645080,-57.380321,-59.290136,2.405565
34.312009,3151.891576,-350.917954,1139.612994,4623.357654,-9.886221,32.546989,-58.054150,67.285424,-57.732359,-59.632918,2.408324
34.392582,3147.183597,-351.714240,1142.234643,4618.649675,-9.879392,32.528284,-58.808500,67.927398,-58.077964,-59.969056,2.411384
34.473154,3142.414869,-352.509972,1144.854777,4613.880947,-9.872492,32.509396,-59.562107,68.570923,-58.417253,-60.298722,2.414398
34.553727,3137.585450,-353.305146,1147.473382,4609.051528,-9.865521,32.490323,-60.314963,69.215925,-58.750239,-60.622085,2.417497
34.634300,3132.695403,-354.099755,1150.090442,4604.161481,-9.858478,32.471063,-61.067058,69.862330,-59.077011,-60.939307,2.420660
34.714873,3127.744788,-354.893793,1152.705944,4599.210866,-9.851362,32.451618,-61.818383,70.510066,-59.397539,-61.250545,2.423930
34.795445,3122.733668,-355.687256,1155.319871,4594.199746,-9.844176,32.431987,-62.568928,71.159064,-59.711963,-61.555947,2.427297
34.876018,3117.662106,-356.480136,1157.932208,4589.128184,-9.836916,32.412173,-63.318683,71.809258,-60.020321,-61.855662,2.430795
34.954306,3112.676548,-357.249966,1160.468920,4584.142627,-9.829794,32.392750,-64.046404,72.442094,-60.314267,-62.141560,2.434042
35.032593,3107.634049,-358.019236,1163.004104,4579.100128,-9.822606,32.373155,-64.773360,73.075940,-60.602858,-62.422349,2.437416
35.110881,3102.534669,-358.787941,1165.537748,4574.000747,-9.815350,32.353396,-65.499538,73.710738,-60.886110,-62.698147,2.440933
35.189169,3097.378469,-359.556075,1168.069838,4568.844547,-9.808031,32.333468,-66.224933,74.346434,-61.164536,-62.969078,2.444524
35.267456,3092.165510,-360.323633,1170.600362,4563.631588,-9.800640,32.313374,-66.949534,74.982976,-61.437914,-63.235259,2.448309
35.345744,3086.895855,-361.090610,1173.129306,4558.361934,-9.793190,32.293111,-67.673332,75.620311,-61.706917,-63.496803,2.452156
35.384187,3084.287410,-361.467027,1174.370583,4555.753488,-9.789504,32.283096,-68.028466,75.933555,-61.837311,-63.623576,2.452638
35.422631,3081.665315,-361.843301,1175.611474,4553.131393,-9.785802,32.273043,-68.383402,76.246973,-61.966643,-63.749270,2.452833
35.461075,3079.029579,-362.219433,1176.851978,4550.495657,-9.782084,32.262947,-68.738142,76.560558,-62.094956,-63.873900,2.452933
35.499519,3076.380209,-362.595422,1178.092093,4547.846288,-9.778350,32.252810,-69.092684,76.874305,-62.222222,-63.997477,2.453001
35.537963,3073.717214,-362.971266,1179.331817,4545.183292,-9.774599,32.242629,-69.447028,77.188209,-62.348489,-64.120016,2.453052
35.586805,3070.314238,-363.448568,1180.906320,4541.780316,-9.769810,32.229633,-69.896934,77.587241,-62.507462,-64.274222,2.451726
35.635648,3066.889296,-363.925636,1182.480187,4538.355374,-9.764994,32.216568,-70.346518,77.986505,-62.664827,-64.426795,2.450479
35.684491,3063.442402,-364.402467,1184.053413,4534.908481,-9.760151,32.203433,-70.795776,78.385990,-62.820573,-64.577761,2.449094
35.733334,3059.973574,-364.879061,1185.625997,4531.439652,-9.755280,32.190227,-71.244707,78.785687,-62.974718,-64.727142,2.447668
35.782177,3056.482827,-365.355417,1187.197934,4527.948905,-9.750382,32.176951,-71.693309,79.185584,-63.127258,-64.874963,2.446171
35.840197,3052.307709,-365.920967,1189.064391,4523.773787,-9.744528,32.161089,-72.225773,79.660867,-63.306359,-65.048563,2.446712
35.898217,3048.101711,-366.486177,1190.929925,4519.567789,-9.738634,32.145127,-72.757767,80.136401,-63.483159,-65.220030,2.451393
35.956238,3043.864861,-367.051044,1192.794530,4515.330939,-9.732701,32.129068,-73.289286,80.612169,-63.657739,-65.389400,2.453586
36.014258,3039.597185,-367.615565,1194.658200,4511.063264,-9.726729,32.112910,-73.820327,81.088155,-63.830113,-65.556709,2.455479
36.072278,3035.298713,-368.179739,1196.520930,4506.764791,-9.720719,32.096656,-74.350885,81.564342,-64.000314,-65.721990,2.457029
36.130298,3030.969471,-368.743563,1198.382715,4502.435549,-9.714670,32.080307,-74.880958,82.040714,-64.168388,-65.885279,2.458739
36.198086,3025.872487,-369.401857,1200.556715,4497.338565,-9.707554,32.061084,-75.499645,82.597494,-64.362121,-66.073576,2.461993
36.265874,3020.733587,-370.059668,1202.729408,4492.199665,-9.700387,32.041731,-76.117658,83.154482,-64.553118,-66.259251,2.465301
36.333662,3015.552816,-370.716991,1204.900785,4487.018894,-9.693168,32.022248,-76.734992,83.711653,-64.741463,-66.442354,2.468734
36.401449,3010.330220,-371.373823,1207.070836,4481.796298,-9.685897,32.002635,-77.351641,84.268984,-64.927234,-66.622937,2.472311
36.469237,3005.065847,-372.030160,1209.239554,4476.531925,-9.678574,31.982891,-77.967601,84.826451,-65.110524,-66.801048,2.475986
36.537025,2999.759742,-372.685998,1211.406929,4471.225821,-9.671197,31.963015,-78.582866,85.384034,-65.291381,-66.976738,2.479813
36.604813,2994.411954,-373.341336,1213.572952,4465.878032,-9.663769,31.943007,-79.197432,85.941709,-65.469883,-67.150052,2.483763
36.672600,2989.022530,-373.996167,1215.737614,4460.488608,-9.656286,31.922863,-79.811294,86.499455,-65.646040,-67.321039,2.487867
36.740388,2983.591517,-374.650490,1217.900905,4455.057595,-9.648750,31.902584,-80.424448,87.057252,-65.819890,-67.489743,2.492117
36.808176,2978.118964,-375.304300,1220.062818,4449.585042,-9.641161,31.882169,-81.036887,87.615077,-65.991457,-67.656209,2.496529
36.875964,2972.604920,-375.957593,1222.223342,4444.070998,-9.633516,31.861618,-81.648608,88.172913,-66.160700,-67.820477,2.501110
36.943751,2967.049433,-376.610367,1224.382469,4438.515511,-9.625819,31.840930,-82.259604,88.730737,-66.327740,-67.982592,2.505861
37.011539,2961.452552,-377.262617,1226.540188,4432.918630,-9.618074,31.820103,-82.869871,89.288531,-66.492442,-68.142593,2.510795
37.079327,2955.814328,-377.914343,1228.696490,4427.280406,-9.610386,31.799073,-83.479410,89.846271,-66.654954,-68.300540,2.515678
37.147114,2950.134809,-378.565555,1230.851355,4421.600887,-9.602945,31.777712,-84.088233,90.403930,-66.814746,-68.456514,2.520561
37.158792,2949.152211,-378.677691,1231.222434,4420.618289,-9.601680,31.774005,-84.193044,90.499991,-66.842014,-68.483186,2.520588
37.170471,2948.168389,-378.789813,1231.593471,4419.634467,-9.600421,31.770289,-84.297833,90.596048,-66.869193,-68.509800,2.520751
37.182149,2947.183344,-378.901920,1231.964464,4418.649422,-9.599165,31.766565,-84.402600,90.692103,-66.896269,-68.536356,2.520887
37.193827,2946.197075,-379.014012,1232.335413,4417.663153,-9.597914,31.762833,-84.507346,90.788155,-66.923244,-68.562855,2.521021
37.205505,2945.209583,-379.126089,1232.706319,4416.675661,-9.596665,31.759094,-84.612070,90.884203,-66.950116,-68.589297,2.521153
37.223453,2943.689458,-379.298320,1233.276304,4415.155536,-9.594751,31.753334,-84.772984,91.031820,-66.991220,-68.629824,2.520293
37.241402,2942.166444,-379.470517,1233.846185,4413.632522,-9.592842,31.747559,-84.933846,91.179429,-67.032077,-68.670216,2.518893
37.259351,2940.640544,-379.642680,1234.415962,4412.106622,-9.590935,31.741770,-85.094655,91.327029,-67.072679,-68.710473,2.517463
37.277300,2939.111758,-379.814808,1234.985636,4410.577836,-9.589028,31.735969,-85.255411,91.474621,-67.113027,-68.750595,2.516010
