# Time (s), Altitude AGL (m), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), Speed - Velocity Magnitude (m/s), Attitude Angle (°), Path Angle (°), Angle of Attack (°)
13.097814,2150.929898,-123.392812,398.599696,3622.395976,-12.244790,39.463629,162.580876,167.749379,74.187050,75.740280,0.240549
13.117003,2154.047373,-123.627738,399.356827,3625.513452,-12.240058,39.447573,162.334747,167.506717,74.171350,75.725092,0.240835
13.132244,2156.519971,-123.814255,399.957937,3627.986050,-12.236308,39.434844,162.139400,167.314133,74.158819,75.713000,0.241048
13.147485,2158.989593,-124.000716,400.558852,3630.455671,-12.232563,39.422138,161.944170,167.121676,74.146277,75.700883,0.241251
13.162725,2161.456240,-124.187120,401.159575,3632.922318,-12.228825,39.409452,161.749057,166.929346,74.133700,75.688741,0.241451
13.177966,2163.919915,-124.373467,401.760104,3635.385993,-12.225094,39.396788,161.554062,166.737143,74.121099,75.676573,0.241651
13.193207,2166.380618,-124.559757,402.360440,3637.846696,-12.221368,39.384146,161.359183,166.545066,74.108469,75.664380,0.241852
13.212510,2169.493019,-124.795625,403.120534,3640.959097,-12.216658,39.368164,161.112523,166.301966,74.092435,75.648900,0.242105
13.231813,2172.600661,-125.031403,403.880320,3644.066739,-12.211958,39.352217,160.866049,166.059069,74.076359,75.633378,0.242368
13.251117,2175.703547,-125.267090,404.639798,3647.169625,-12.207267,39.336303,160.619761,165.816373,74.060242,75.617815,0.242625
13.270420,2178.801680,-125.502687,405.398969,3650.267758,-12.202587,39.320424,160.373658,165.573878,74.044084,75.602210,0.242886
13.289724,2181.895064,-125.738193,406.157835,3653.361143,-12.197915,39.304578,160.127741,165.331583,74.027885,75.586563,0.243147
13.316432,2186.167223,-126.063889,407.207291,3657.633302,-12.191467,39.282711,159.787796,164.996676,74.005410,75.564846,0.243647
13.343140,2190.430308,-126.389414,408.256164,3661.896386,-12.185037,39.260907,159.448204,164.662150,73.982874,75.543049,0.244675
13.369848,2194.684327,-126.714767,409.304456,3666.150405,-12.178625,39.239169,159.108962,164.328004,73.960251,75.521171,0.245383
13.396556,2198.929290,-127.039949,410.352168,3670.395368,-12.172230,39.217493,158.770070,163.994238,73.937549,75.499212,0.246118
13.423264,2203.165207,-127.364960,411.399302,3674.631285,-12.165852,39.195882,158.431526,163.660849,73.914762,75.477172,0.246742
13.449972,2207.392087,-127.689801,412.445859,3678.858165,-12.159492,39.174334,158.093330,163.327838,73.891892,75.455050,0.247411
13.482731,2212.564277,-128.088006,413.728739,3684.030355,-12.151714,39.147990,157.678984,162.919892,73.863741,75.427804,0.248887
13.515490,2217.722902,-128.485957,415.010758,3689.188980,-12.143963,39.121741,157.265156,162.512509,73.835454,75.400434,0.250324
13.548249,2222.867978,-128.883655,416.291918,3694.334057,-12.136238,39.095586,156.851844,162.105688,73.807030,75.372939,0.251806
13.581008,2227.999524,-129.281099,417.572223,3699.465602,-12.128540,39.069526,156.439044,161.699425,73.778471,75.345317,0.253253
13.613767,2233.117555,-129.678292,418.851676,3704.583633,-12.120868,39.043559,156.026756,161.293718,73.749772,75.317570,0.254694
13.646526,2238.222088,-130.075234,420.130279,3709.688166,-12.113223,39.017687,155.614976,160.888566,73.720939,75.289694,0.256122
13.679285,2243.313140,-130.471927,421.408037,3714.779218,-12.105605,38.991908,155.203702,160.483967,73.691969,75.261690,0.257536
13.712044,2248.390727,-130.868370,422.684951,3719.856805,-12.098013,38.966222,154.792932,160.079918,73.662860,75.233557,0.258939
13.744803,2253.454866,-131.264564,423.961026,3724.920944,-12.090447,38.940628,154.382663,159.676417,73.633625,75.205295,0.260330
13.777562,2258.505574,-131.660512,425.236264,3729.971652,-12.082908,38.915127,153.972894,159.273462,73.604241,75.176901,0.261709
13.810321,2263.542865,-132.056212,426.510668,3735.008943,-12.075394,38.889719,153.563621,158.871052,73.574742,75.148377,0.263078
13.843080,2268.566758,-132.451667,427.784241,3740.032836,-12.067907,38.864401,153.154844,158.469184,73.545088,75.119720,0.264436
13.875429,2273.514633,-132.841932,429.041060,3744.980711,-12.060538,38.839491,152.751666,158.072876,73.515686,75.091291,0.265707
13.907778,2278.449473,-133.231959,430.297075,3749.915551,-12.053193,38.814668,152.348968,157.677094,73.486149,75.062732,0.266978
13.940127,2283.371294,-133.621749,431.552288,3754.837372,-12.045875,38.789935,151.946744,157.281834,73.456454,75.034041,0.268234
13.972476,2288.280111,-134.011302,432.806702,3759.746189,-12.038578,38.765288,151.544996,156.887095,73.426675,75.005220,0.269486
14.004825,2293.175940,-134.400619,434.060321,3764.642018,-12.031310,38.740729,151.143718,156.492876,73.396670,74.976265,0.270724
14.037174,2298.058795,-134.789702,435.313147,3769.524873,-12.024061,38.716259,150.742911,156.099173,73.366638,74.947176,0.271962
14.069522,2302.928692,-135.178551,436.565182,3774.394770,-12.016842,38.691872,150.342572,155.705987,73.336341,74.917954,0.273182
14.101871,2307.785646,-135.567167,437.816430,3779.251724,-12.009622,38.667593,149.942694,155.313313,73.305999,74.888591,0.274332
14.134220,2312.629672,-135.955547,439.066895,3784.095750,-12.002315,38.643472,149.543268,154.921150,73.275515,74.859079,0.275558
14.166569,2317.460784,-136.343690,440.316583,3788.926862,-11.994866,38.619575,149.144279,154.529493,73.245047,74.829398,0.276898
14.198918,2322.278997,-136.731589,441.565501,3793.745075,-11.987327,38.595826,148.745740,154.138344,73.215378,74.799569,0.278165
14.231267,2327.084324,-137.119244,442.813653,3798.550402,-11.979736,38.572212,148.347651,153.747699,73.186224,74.769591,0.279360
14.243717,2328.930305,-137.268374,443.293822,3800.396383,-11.976815,38.563150,148.194560,153.597488,73.175130,74.758016,0.279504
14.256167,2330.774380,-137.417467,443.773879,3802.240458,-11.973896,38.554101,148.041537,153.447351,73.164132,74.746420,0.279700
14.268617,2332.616551,-137.566525,444.253822,3804.082629,-11.970984,38.545063,147.888581,153.297289,73.153217,74.734803,0.279858
14.281067,2334.456818,-137.715546,444.733654,3805.922896,-11.968080,38.536033,147.735693,153.147301,73.142379,74.723167,0.279999
14.293517,2336.295181,-137.864531,445.213373,3807.761260,-11.965186,38.527010,147.582873,152.997387,73.131610,74.711511,0.280125
14.315458,2339.530230,-138.126994,446.058490,3810.996308,-11.960119,38.511124,147.313729,152.733382,73.112772,74.690922,0.280341
14.337398,2342.759376,-138.389347,446.903258,3814.225454,-11.955099,38.495251,147.044797,152.469607,73.094056,74.670273,0.280559
14.359338,2345.982624,-138.651590,447.747679,3817.448702,-11.950131,38.479387,146.776076,152.206062,73.075389,74.649566,0.280791
14.381278,2349.199979,-138.913724,448.591751,3820.666057,-11.945218,38.463530,146.507566,151.942747,73.056699,74.628798,0.281060
14.403219,2352.411444,-139.175752,449.435476,3823.877522,-11.940359,38.447682,146.239267,151.679661,73.037916,74.607971,0.281372
14.432083,2356.627451,-139.520311,450.544942,3828.093530,-11.934042,38.426850,145.886612,151.333895,73.012959,74.580479,0.281988
14.460947,2360.833285,-139.864688,451.653807,3832.299363,-11.927797,38.406047,145.534317,150.988523,72.987625,74.552879,0.283111
14.489811,2365.028954,-140.208887,452.762071,3836.495033,-11.921606,38.385288,145.182376,150.643544,72.961802,74.525168,0.283942
14.518676,2369.214471,-140.552907,453.869738,3840.680549,-11.915445,38.364587,144.830786,150.298955,72.935479,74.497341,0.284768
14.547540,2373.389843,-140.896749,454.976808,3844.855922,-11.909294,38.343960,144.479543,149.954756,72.908659,74.469395,0.285466
14.576404,2377.555083,-141.240414,456.083284,3849.021161,-11.903132,38.323419,144.128644,149.610945,72.881388,74.441326,0.286184
14.612044,2382.684048,-141.664501,457.448663,3854.150127,-11.895489,38.298190,143.695848,149.186966,72.847220,74.406495,0.287729
14.647684,2387.797598,-142.088313,458.813146,3859.263677,-11.887790,38.273120,143.263567,148.763574,72.812641,74.371469,0.289267
14.683323,2392.895751,-142.511851,460.176738,3864.361829,-11.880031,38.248211,142.831797,148.340766,72.777857,74.336246,0.290899
14.718963,2397.978525,-142.935111,461.539445,3869.444603,-11.872219,38.223455,142.400537,147.918542,72.743040,74.300827,0.292526
14.754602,2403.045938,-143.358091,462.901273,3874.512016,-11.864371,38.198840,141.969788,147.496899,72.708321,74.265212,0.294148
14.790242,2408.098009,-143.780792,464.262225,3879.564087,-11.856511,38.174347,141.539548,147.075835,72.673755,74.229405,0.295730
14.825881,2413.134755,-144.203213,465.622307,3884.600833,-11.848667,38.149959,141.109820,146.655349,72.639352,74.193406,0.297256
14.861521,2418.156194,-144.625355,466.981521,3889.622273,-11.840861,38.125659,140.680602,146.235439,72.605056,74.157220,0.298735
14.897160,2423.162346,-145.047219,468.339870,3894.628424,-11.833112,38.101436,140.251894,145.816103,72.570787,74.120846,0.300187
14.932800,2428.153228,-145.468809,469.697357,3899.619306,-11.825430,38.077282,139.823695,145.397338,72.536439,74.084284,0.301634
14.968439,2433.128858,-145.890126,471.053985,3904.594936,-11.817819,38.053197,139.396002,144.979143,72.501893,74.047533,0.303089
15.004079,2438.089254,-146.311173,472.409756,3909.555333,-11.810272,38.029183,138.968812,144.561516,72.467075,74.010592,0.304555
15.038926,2442.924677,-146.722602,473.734563,3914.390755,-11.802946,38.005778,138.551601,144.153719,72.432659,73.974284,0.305888
15.073774,2447.745568,-147.133776,475.058557,3919.211646,-11.795655,37.982457,138.134864,143.746461,72.397885,73.937788,0.307237
15.108621,2452.551946,-147.544696,476.381739,3924.018024,-11.788387,37.959228,137.718597,143.339740,72.362693,73.901100,0.308566
15.143468,2457.343826,-147.955364,477.704114,3928.809904,-11.781127,37.936102,137.302797,142.933554,72.327132,73.864216,0.309891
15.178316,2462.121225,-148.365778,479.025685,3933.587303,-11.773863,37.913082,136.887460,142.527900,72.291232,73.827136,0.311210
15.213163,2466.884158,-148.775939,480.346455,3938.350236,-11.766591,37.890176,136.472583,142.122778,72.255003,73.789855,0.312528
15.245983,2471.356826,-149.162010,481.589670,3942.822904,-11.759726,37.868704,136.082258,141.741705,72.220719,73.754558,0.313579
15.278804,2475.816691,-149.547855,482.832183,3947.282769,-11.752855,37.847332,135.692338,141.361100,72.186181,73.719081,0.314664
15.311624,2480.263764,-149.933475,484.073995,3951.729843,-11.745974,37.826058,135.302820,140.980962,72.151605,73.683423,0.315735
15.344444,2484.698061,-150.318869,485.315111,3956.164139,-11.739098,37.804874,134.913705,140.601290,72.116834,73.647585,0.316797
15.377265,2489.119592,-150.704037,486.555533,3960.585671,-11.732227,37.783782,134.524989,140.222081,72.082046,73.611563,0.317854
15.410085,2493.528373,-151.088980,487.795264,3964.994451,-11.725372,37.762766,134.136674,139.843335,72.047160,73.575362,0.318893
15.442905,2497.924416,-151.473698,489.034306,3969.390494,-11.718541,37.741835,133.748756,139.465050,72.012141,73.538976,0.319926
15.475726,2502.307733,-151.858193,490.272663,3973.773811,-11.711734,37.720972,133.361238,139.087225,71.977142,73.502410,0.320954
15.508546,2506.678339,-152.242465,491.510336,3978.144417,-11.704966,37.700183,132.974113,138.709858,71.941811,73.465659,0.321971
15.532061,2509.802011,-152.517654,492.396694,3981.268090,-11.700130,37.685332,132.696986,138.439761,71.916572,73.439214,0.322532
15.555577,2512.919170,-152.792730,493.282703,3984.385248,-11.695317,37.670515,132.420061,138.169898,71.891104,73.412675,0.323039
15.579092,2516.029819,-153.067693,494.168364,3987.495897,-11.690517,37.655735,132.143337,137.900269,71.865598,73.386039,0.323537
15.602607,2519.133962,-153.342543,495.053678,3990.600041,-11.685734,37.640989,131.866814,137.630873,71.839943,73.359308,0.324031
15.626123,2522.231606,-153.617281,495.938646,3993.697684,-11.680964,37.626282,131.590490,137.361709,71.814184,73.332480,0.324532
15.645336,2524.757793,-153.841679,496.661475,3996.223871,-11.677077,37.614292,131.364861,137.141955,71.793037,73.310488,0.324936
15.664550,2527.279646,-154.066003,497.384074,3998.745725,-11.673196,37.602329,131.139363,136.922355,71.771800,73.288430,0.325336
15.683764,2529.797168,-154.290253,498.106444,4001.263246,-11.669322,37.590392,130.913998,136.702909,71.750475,73.266306,0.325741
15.702978,2532.310361,-154.514428,498.828584,4003.776439,-11.665454,37.578481,130.688764,136.483618,71.729057,73.244116,0.326146
15.722192,2534.819228,-154.738528,499.550495,4006.285306,-11.661591,37.566597,130.463661,136.264481,71.707549,73.221859,0.326554
15.753263,2538.867202,-155.100768,500.717426,4010.333280,-11.655351,37.547439,130.099920,135.910436,71.672578,73.185726,0.327313
15.784334,2542.903879,-155.462813,501.883763,4014.369957,-11.649118,37.528355,129.736519,135.556792,71.637395,73.149417,0.328437
15.815404,2546.929270,-155.824665,503.049508,4018.395348,-11.642891,37.509346,129.373456,135.203547,71.601987,73.112929,0.329348
15.846475,2550.943386,-156.186324,504.214663,4022.409464,-11.636669,37.490413,129.010730,134.850701,71.566378,73.076262,0.330305
15.877546,2554.946237,-156.547789,505.379232,4026.412315,-11.630451,37.471554,128.648339,134.498253,71.530574,73.039414,0.331177
15.908617,2558.937833,-156.909062,506.543215,4030.403911,-11.624239,37.452770,128.286282,134.146200,71.494596,73.002385,0.332086
15.947144,2563.871695,-157.356762,507.985716,4035.337773,-11.616546,37.429580,127.837802,133.710214,71.449779,72.956216,0.333796
15.985671,2568.788287,-157.804166,509.427325,4040.254365,-11.608869,37.406500,127.389831,133.274833,71.404720,72.909764,0.335470
16.024199,2573.687630,-158.251275,510.868047,4045.153708,-11.601212,37.383526,126.942367,132.840057,71.359439,72.863028,0.337186
16.062726,2578.569744,-158.698089,512.307886,4050.035822,-11.593579,37.360656,126.495407,132.405882,71.313918,72.816006,0.338870
16.101253,2583.434647,-159.144610,513.746846,4054.900725,-11.585974,37.337885,126.048949,131.972308,71.268162,72.768695,0.340552
16.139780,2588.282359,-159.590838,515.184931,4059.748437,-11.578399,37.315213,125.602991,131.539332,71.222135,72.721095,0.342223
16.178520,2593.139478,-160.039233,516.630063,4064.605556,-11.570813,37.292514,125.155077,131.104571,71.175575,72.672938,0.343923
16.217259,2597.979255,-160.487334,518.074319,4069.445333,-11.563259,37.269912,124.707662,130.670411,71.128710,72.624483,0.345613
16.255999,2602.801710,-160.935143,519.517700,4074.267788,-11.555734,37.247409,124.260745,130.236851,71.081507,72.575728,0.347298
16.294738,2607.606860,-161.382661,520.960212,4079.072938,-11.548236,37.225005,123.814323,129.803888,71.033992,72.526669,0.348979
16.333478,2612.394726,-161.829889,522.401858,4083.860804,-11.540763,37.202702,123.368392,129.371520,70.986088,72.477303,0.350652
16.372217,2617.165326,-162.276828,523.842642,4088.631404,-11.533310,37.180500,122.922949,128.939747,70.937881,72.427629,0.352323
16.410117,2621.815870,-162.713804,525.251377,4093.281949,-11.526039,37.158878,122.487629,128.517902,70.890326,72.378729,0.353858
16.448017,2626.449925,-163.150505,526.659295,4097.916003,-11.518783,37.137357,122.052771,128.096622,70.842470,72.329526,0.355410
16.485917,2631.067507,-163.586931,528.066399,4102.533585,-11.511543,37.115932,121.618374,127.675906,70.794287,72.280020,0.356947
16.523818,2635.668634,-164.023083,529.472693,4107.134712,-11.504319,37.094610,121.184433,127.255751,70.745739,72.230206,0.358482
16.561718,2640.253323,-164.458961,530.878181,4111.719402,-11.497108,37.073384,120.750948,126.836157,70.696978,72.180084,0.360017
16.599618,2644.821592,-164.894567,532.282866,4116.287670,-11.489920,37.052256,120.317916,126.417122,70.647757,72.129648,0.361537
16.637518,2649.373458,-165.329900,533.686753,4120.839536,-11.482743,37.031225,119.885334,125.998645,70.598424,72.078899,0.363070
16.675418,2653.908937,-165.764962,535.089844,4125.375015,-11.475594,37.010285,119.453202,125.580723,70.548590,72.027833,0.364578
16.713318,2658.428046,-166.199753,536.492143,4129.894124,-11.468460,36.989447,119.021514,125.163355,70.498613,71.976445,0.366104
16.736426,2661.175300,-166.464711,537.346731,4132.641378,-11.464122,36.976780,118.758536,124.909160,70.467945,71.944959,0.366726
16.759533,2663.916480,-166.729569,538.201027,4135.382558,-11.459795,36.964153,118.495721,124.655170,70.437147,71.913351,0.367363
16.782641,2666.651588,-166.994326,539.055032,4138.117666,-11.455475,36.951557,118.233070,124.401384,70.406253,71.881623,0.367988
16.805748,2669.380629,-167.258984,539.908746,4140.846707,-11.451166,36.938996,117.970583,124.147803,70.375214,71.849772,0.368612
16.828856,2672.103606,-167.523542,540.762170,4143.569685,-11.446864,36.926468,117.708259,123.894427,70.344072,71.817800,0.369240
16.856916,2675.402063,-167.844671,541.798123,4146.868141,-11.441654,36.911300,117.389929,123.587017,70.306076,71.778810,0.370025
16.884976,2678.691591,-168.165654,542.833651,4150.157669,-11.436457,36.896181,117.071837,123.279908,70.267902,71.739638,0.370826
16.913037,2681.972196,-168.486491,543.868756,4153.438274,-11.431273,36.881111,116.753983,122.973099,70.229528,71.700283,0.371623
16.941097,2685.243885,-168.807183,544.903438,4156.709963,-11.426102,36.866090,116.436366,122.666588,70.190967,71.660743,0.372428
16.969157,2688.506665,-169.127730,545.937700,4159.972743,-11.420943,36.851119,116.118985,122.360376,70.152209,71.621017,0.373236
16.998655,2691.926992,-169.464542,547.024492,4163.393070,-11.415533,36.835434,115.785598,122.038799,70.111260,71.579054,0.374146
17.028152,2695.337488,-169.801194,548.110822,4166.803567,-11.410136,36.819804,115.452470,121.717550,70.070098,71.536883,0.375141
